datetime,charlie kirk_intensity,charlie kirk shot_intensity,charlie kirk shooter_intensity,la fires_intensity,tariffs_intensity,gene hackman_intensity,tariff_intensity,trump tariffs_intensity,trump approval rating_intensity,pope leo xiv_intensity,shedeur sanders_intensity,government shutdown_intensity,trump epstein_intensity,federal employees_intensity,shutdown_intensity,kash patel_intensity,xrp price_intensity,measles_intensity,f1 movie_intensity,switch 2_intensity,ai news_intensity,trump health_intensity,medicaid_intensity,greenland_intensity,nintendo switch 2_intensity,department of education_intensity,pete hegseth_intensity,powerball_intensity,pope francis_intensity,zelensky_intensity,xrp news_intensity,hulk hogan_intensity,stock market today_intensity,politico_intensity,bitcoin price_intensity,blake lively_intensity,chatgpt_intensity,harvard_intensity,justin baldoni_intensity,stock market_intensity,tesla stock_intensity,immigration_intensity,us news_intensity,aaron rodgers_intensity,pakistan_intensity
2025-03-01,0.0084,0.0,0.0,0.0152,0.31,0.3388,0.1368,0.0486,0.0015,0.0,0.0266,0.0114,0.0,0.3016,0.0509,0.0334,0.0023,0.1026,0.0,0.003,0.0008,0.0008,0.2135,0.0274,0.0023,0.1079,0.1717,0.003,0.2279,0.4733,0.0,0.0015,0.0015,0.0471,0.0061,0.0137,0.0205,0.155,0.0137,0.0646,0.0076,0.5432,0.0296,0.0228,0.0729
2025-03-02,0.0038,0.0,0.0,0.0076,0.2219,0.4126,0.1292,0.035,0.0061,0.0,0.0175,0.035,0.0,0.19,0.0638,0.0144,0.003,0.0532,0.0,0.003,0.0038,0.0023,0.19,0.022,0.0023,0.0631,0.079,0.0046,0.2135,0.3944,0.0,0.0099,0.0,0.0167,0.0076,0.003,0.022,0.0904,0.003,0.0638,0.0099,0.3115,0.0228,0.0122,0.1102
2025-03-03,0.0046,0.0,0.0,0.0023,0.677,0.4976,0.4047,0.1283,0.0064,0.0,0.0232,0.0134,0.0,0.1655,0.0401,0.0168,0.0029,0.1051,0.0,0.0017,0.0017,0.0023,0.1301,0.0174,0.0017,0.0941,0.0859,0.0035,0.1742,0.3048,0.0,0.0064,0.0075,0.0523,0.0099,0.0209,0.0337,0.1126,0.0012,0.1428,0.0221,0.4494,0.0099,0.0186,0.0714
2025-03-04,0.0025,0.0,0.0,0.0013,1.3844,0.1832,0.8738,0.4209,0.005,0.0,0.0138,0.027,0.0,0.1123,0.0583,0.0307,0.0019,0.096,0.0,0.0056,0.0044,0.0013,0.2158,0.0558,0.0044,0.1781,0.1073,0.0075,0.1367,0.2377,0.0006,0.0013,0.0025,0.0508,0.0188,0.0025,0.0389,0.1173,0.0006,0.1807,0.0245,0.6561,0.0138,0.0583,0.042
2025-03-05,0.0083,0.0,0.0,0.0044,1.692,0.2103,0.9652,0.5314,0.0061,0.0,0.0723,0.0905,0.0,0.1854,0.1297,0.085,0.0028,0.1065,0.0,0.0033,0.0116,0.0061,0.6043,0.2263,0.0022,0.1347,0.101,0.0039,0.0944,0.2025,0.0,0.0077,0.0022,0.0916,0.0055,0.0044,0.0701,0.0905,0.0033,0.2516,0.0083,1.0921,0.0226,0.0292,0.1501
2025-03-06,0.0144,0.0,0.0,0.0059,1.309,0.1059,0.6854,0.3799,0.0032,0.0,0.0261,0.0559,0.0,0.1926,0.1266,0.0266,0.0011,0.1272,0.0,0.0032,0.0043,0.0032,0.3762,0.0511,0.0027,0.2113,0.1059,0.008,0.0979,0.1384,0.0,0.0085,0.0181,0.099,0.0096,0.0186,0.0484,0.1596,0.0261,0.1862,0.0069,0.6151,0.0154,0.0181,0.0883
2025-03-07,0.0259,0.0,0.0,0.0042,1.0,0.2879,0.4898,0.2295,0.0319,0.0,0.0114,0.0349,0.0,0.1331,0.088,0.0355,0.0018,0.2657,0.0,0.0054,0.0018,0.0012,0.2488,0.0506,0.0036,0.2006,0.1602,0.0042,0.1012,0.1428,0.0006,0.0127,0.0024,0.0892,0.006,0.0392,0.0452,0.0952,0.0392,0.206,0.0072,0.4024,0.0096,0.0157,0.0349
2025-03-08,0.0119,0.0,0.0,0.0018,0.606,0.2778,0.242,0.1714,0.0092,0.0,0.0119,0.2008,0.0,0.1393,0.3456,0.0119,0.0018,0.1063,0.0,0.0018,0.0138,0.0028,0.1604,0.0486,0.0018,0.1678,0.0578,0.0073,0.1421,0.0944,0.0009,0.0055,0.0064,0.0339,0.0055,0.0422,0.0257,0.1403,0.0238,0.1476,0.0165,0.4483,0.0248,0.0229,0.0248
2025-03-09,0.0242,0.0,0.0,0.0017,0.5267,0.372,0.3202,0.1279,0.0025,0.0,0.005,0.0468,0.0,0.1246,0.0895,0.0084,0.0025,0.148,0.0,0.0017,0.0017,0.0786,0.2433,0.0794,0.0008,0.1145,0.0276,0.0125,0.1722,0.2383,0.0017,0.0033,0.0008,0.0602,0.0042,0.0134,0.0276,0.0627,0.005,0.1864,0.0251,0.4314,0.0167,0.0276,0.0694
2025-03-10,0.0231,0.0,0.0,0.0031,0.8638,0.0447,0.4338,0.252,0.0254,0.0,0.0046,0.0786,0.0,0.1302,0.2273,0.0085,0.0015,0.1056,0.0,0.0046,0.0046,0.0154,0.1726,0.0539,0.0023,0.0817,0.0231,0.0069,0.0647,0.0963,0.0,0.0046,0.0177,0.0316,0.0039,0.0131,0.0578,0.1541,0.0069,0.1788,0.0277,0.6079,0.0077,0.0763,0.0254
2025-03-11,0.0158,0.0,0.0,0.0023,1.1268,0.1816,0.7712,0.3445,0.0309,0.0,0.0088,0.1903,0.0,0.1086,0.3147,0.0181,0.0018,0.1273,0.0,0.0029,0.0023,0.0018,0.188,0.1465,0.0023,0.1857,0.0239,0.0111,0.0835,0.108,0.0,0.0093,0.0029,0.0584,0.0053,0.0047,0.0455,0.2219,0.0018,0.5015,0.0981,0.6078,0.0181,0.0467,0.0992
2025-03-12,0.0253,0.0,0.0,0.0042,1.3616,0.0131,0.7457,0.5067,0.023,0.0,0.0061,0.2264,0.0,0.1008,0.3267,0.037,0.0019,0.1387,0.0,0.0033,0.0028,0.0052,0.1786,0.1355,0.0028,0.4345,0.0216,0.0075,0.0694,0.083,0.0005,0.0047,0.0005,0.06,0.0066,0.0066,0.0698,0.112,0.0047,0.3717,0.0562,0.7631,0.0248,0.0712,0.0923
2025-03-13,0.0312,0.0,0.0,0.0025,0.9606,0.2383,0.6359,0.3461,0.0061,0.0,0.0055,0.1721,0.0,0.2144,0.3167,0.0282,0.0025,0.155,0.0012,0.0037,0.0018,0.0116,0.1397,0.0876,0.0018,0.3333,0.0417,0.0086,0.0588,0.0539,0.0006,0.0233,0.0006,0.1035,0.0055,0.0202,0.0386,0.1458,0.0196,0.2009,0.0221,0.5912,0.0159,0.041,0.049
2025-03-14,0.0209,0.0,0.0,0.0063,0.7665,0.3728,0.4515,0.1923,0.0035,0.0,0.0105,0.4139,0.0,0.1993,0.5233,0.0502,0.0,0.1428,0.0,0.0369,0.0028,0.0237,0.2425,0.0725,0.0334,0.3268,0.0307,0.0063,0.0327,0.0843,0.0,0.0035,0.0,0.0592,0.0028,0.0132,0.0272,0.1589,0.0098,0.2404,0.0223,0.7296,0.0146,0.0237,0.0202
2025-03-15,0.006,0.0,0.0,0.012,0.432,0.0413,0.2543,0.0892,0.0013,0.0,0.0113,0.4719,0.0,0.1478,0.5617,0.0938,0.002,0.0752,0.0007,0.006,0.0007,0.0007,0.197,0.0519,0.004,0.1943,0.0439,0.006,0.0712,0.0845,0.0007,0.004,0.0,0.0965,0.0053,0.004,0.0326,0.0799,0.002,0.1704,0.012,0.5637,0.01,0.0273,0.1072
2025-03-16,0.0098,0.0,0.0,0.0018,0.3654,0.3005,0.1396,0.0622,0.0071,0.0,0.0071,0.1503,0.0,0.0631,0.1805,0.0062,0.0036,0.0427,0.0,0.0027,0.0,0.0027,0.1183,0.0889,0.0018,0.0827,0.0436,0.0133,0.1369,0.0498,0.0018,0.0053,0.0,0.0462,0.0053,0.0018,0.0276,0.096,0.0009,0.1147,0.0151,0.6011,0.0116,0.0187,0.056
2025-03-17,0.0193,0.0,0.0,0.0031,0.5915,0.2048,0.3281,0.1818,0.0243,0.0,0.0087,0.1258,0.0,0.0442,0.2117,0.0224,0.0006,0.0747,0.0,0.0031,0.005,0.0025,0.1407,0.0361,0.0019,0.1071,0.0405,0.0112,0.104,0.0467,0.0,0.0025,0.0006,0.0367,0.01,0.0081,0.1202,0.1855,0.0068,0.2378,0.0112,0.5367,0.01,0.0212,0.0405
2025-03-18,0.0534,0.0,0.0,0.002,0.44,0.1007,0.2366,0.1007,0.0047,0.0,0.0068,0.0575,0.0,0.0723,0.1487,0.0291,0.002,0.0656,0.0,0.0027,0.0081,0.0122,0.1697,0.0331,0.002,0.1169,0.1325,0.0101,0.0514,0.0689,0.0,0.0027,0.0054,0.0331,0.0068,0.0108,0.0406,0.1609,0.0088,0.1622,0.0176,0.6171,0.0169,0.0243,0.0399
2025-03-19,0.0114,0.0,0.0,0.0047,0.6807,0.008,0.3113,0.173,0.0033,0.0,0.01,0.0595,0.0,0.1169,0.1617,0.0254,0.0027,0.0848,0.0,0.0073,0.0013,0.0033,0.1891,0.0381,0.0047,0.1677,0.2051,0.02,0.0534,0.0822,0.0007,0.0033,0.0174,0.0341,0.014,0.0187,0.0581,0.1483,0.018,0.2178,0.0581,0.6179,0.008,0.0314,0.0541
2025-03-20,0.0132,0.0,0.0,0.002,0.5312,0.0046,0.2489,0.112,0.0015,0.0,0.0101,0.0406,0.0,0.1161,0.2484,0.0269,0.0035,0.0705,0.0,0.0015,0.001,0.0025,0.1794,0.0238,0.0005,0.5039,0.0826,0.0071,0.0223,0.0689,0.0005,0.0025,0.0122,0.0999,0.0056,0.0157,0.0522,0.1171,0.0329,0.1526,0.0416,0.5383,0.0086,0.0299,0.036
2025-03-21,0.0272,0.0,0.0,0.0012,0.3849,0.1287,0.1855,0.0725,0.0017,0.0,0.0122,0.0417,0.0,0.0916,0.1484,0.0087,0.0035,0.1142,0.0,0.0052,0.0116,0.0058,0.1548,0.0203,0.0035,0.4399,0.2655,0.0058,0.0238,0.0377,0.0012,0.0017,0.0162,0.0794,0.0052,0.0417,0.0377,0.1038,0.0319,0.1542,0.0498,0.6509,0.0157,0.022,0.0614
2025-03-22,0.0033,0.0,0.0,0.0013,0.3577,0.0127,0.1601,0.0429,0.0033,0.0,0.0248,0.0509,0.0,0.0898,0.1219,0.0127,0.0013,0.0616,0.0,0.0047,0.0047,0.0013,0.1588,0.0221,0.0027,0.2653,0.1152,0.0067,0.2224,0.0529,0.0007,0.0027,0.0013,0.0389,0.006,0.0054,0.0275,0.0663,0.004,0.0985,0.0469,0.6002,0.0188,0.0422,0.0241
2025-03-23,0.0173,0.0,0.0,0.0029,0.3569,0.0096,0.1113,0.0422,0.0,0.0,0.0077,0.1257,0.0,0.0336,0.1794,0.0096,0.0019,0.0365,0.0,0.0019,0.001,0.0019,0.1247,0.0365,0.001,0.1449,0.1123,0.0096,0.3617,0.0365,0.0,0.0029,0.001,0.0509,0.0048,0.0019,0.0317,0.1449,0.0029,0.1094,0.0345,0.3589,0.0096,0.0403,0.0192
2025-03-24,0.0143,0.0,0.0,0.0026,0.5931,0.0286,0.3483,0.1419,0.0391,0.0,0.0078,0.0534,0.0,0.1068,0.1296,0.0228,0.002,0.0345,0.0007,0.0072,0.0007,0.0007,0.1973,0.1374,0.0059,0.1465,0.252,0.0156,0.0618,0.0469,0.0,0.0072,0.0078,0.0417,0.0059,0.0091,0.0391,0.1107,0.0026,0.1452,0.0267,0.5951,0.0052,0.028,0.0163
2025-03-25,0.0098,0.0,0.0,0.0015,0.4335,0.0405,0.2812,0.1269,0.002,0.0,0.0137,0.0298,0.0,0.0605,0.0864,0.2241,0.0034,0.0732,0.0005,0.0078,0.0015,0.0054,0.1801,0.1455,0.0078,0.163,0.5389,0.0103,0.0698,0.0342,0.0005,0.0034,0.0068,0.0923,0.0073,0.0156,0.043,0.0884,0.0049,0.1396,0.0171,0.6014,0.0078,0.0552,0.0264
2025-03-26,0.0048,0.0,0.0,0.0005,0.623,0.0054,0.3807,0.1195,0.0318,0.0,0.0318,0.0512,0.0,0.0996,0.1497,0.1664,0.0022,0.1077,0.0005,0.0075,0.0038,0.0027,0.1427,0.2122,0.0043,0.1648,0.5229,0.0108,0.0355,0.0377,0.0005,0.0011,0.0108,0.0517,0.007,0.0285,0.0727,0.105,0.0016,0.1244,0.0307,0.7022,0.0054,0.0528,0.028
2025-03-27,0.0155,0.0,0.0,0.0005,0.8932,0.0077,0.5385,0.1926,0.0052,0.0,0.0072,0.032,0.0,0.1043,0.0723,0.1606,0.0015,0.1358,0.0005,0.015,0.0026,0.001,0.2876,0.1497,0.0108,0.1631,0.4347,0.0145,0.0196,0.0671,0.0,0.001,0.0026,0.0707,0.0046,0.0052,0.1017,0.1187,0.0046,0.1048,0.0165,0.6469,0.0088,0.0248,0.0645
2025-03-28,0.0099,0.0,0.0,0.0016,0.8082,0.012,0.5103,0.2287,0.0262,0.0,0.0817,0.012,0.0,0.1199,0.0618,0.0471,0.0021,0.1152,0.0,0.0105,0.0073,0.0005,0.1947,0.2963,0.0063,0.2293,0.2989,0.0068,0.0277,0.0445,0.0,0.0068,0.001,0.0455,0.0084,0.0031,0.0858,0.1,0.0016,0.1696,0.0215,0.7286,0.0115,0.0094,0.0403
2025-03-29,0.0134,0.0,0.0,0.0007,0.5167,0.0015,0.3044,0.1448,0.0022,0.0,0.0111,0.0082,0.0,0.0713,0.0839,0.0342,0.0052,0.1715,0.0,0.0074,0.0059,0.0082,0.1255,0.248,0.0052,0.1218,0.1581,0.0074,0.0297,0.0223,0.0,0.0052,0.0007,0.0586,0.0067,0.0022,0.0497,0.072,0.0015,0.1321,0.0668,0.5605,0.0134,0.0134,0.0512
2025-03-30,0.0023,0.0,0.0,0.0012,0.7834,0.0058,0.4199,0.1369,0.061,0.0,0.0115,0.0092,0.0,0.0644,0.0276,0.0092,0.0035,0.0736,0.0,0.0035,0.0081,0.0069,0.1093,0.2427,0.0035,0.0909,0.2496,0.0184,0.0242,0.145,0.0,0.0046,0.0012,0.0242,0.0058,0.0035,0.0656,0.0506,0.0012,0.1634,0.0748,0.3957,0.0069,0.0092,0.0311
2025-03-31,0.0041,0.0,0.0,0.0006,0.8625,0.0563,0.4405,0.2513,0.0232,0.0,0.0453,0.0087,0.0,0.0685,0.0342,0.0104,0.0006,0.0441,0.0,0.0081,0.0099,0.0023,0.1579,0.0743,0.007,0.0888,0.1138,0.0157,0.0197,0.0609,0.0,0.0035,0.0,0.04,0.0058,0.0104,0.0813,0.1312,0.0058,0.1747,0.0389,0.4736,0.007,0.029,0.0633
2025-04-01,0.0029,0.0,0.0,0.0035,0.8168,0.059,0.4773,0.2702,0.0168,0.0,0.0156,0.0486,0.0,0.1134,0.0764,0.0093,0.0017,0.1521,0.0012,0.0133,0.0029,0.0012,0.2684,0.0989,0.0058,0.1151,0.1556,0.0121,0.0301,0.0318,0.0006,0.0006,0.0012,0.0469,0.0069,0.011,0.0486,0.1574,0.0104,0.1626,0.0249,0.7202,0.0075,0.0301,0.0272
2025-04-02,0.0233,0.0,0.0,0.0016,1.3888,0.1054,0.8713,0.3808,0.0471,0.0,0.0122,0.0339,0.0,0.0816,0.0757,0.0275,0.0005,0.1404,0.0,0.1329,0.0032,0.0191,0.3226,0.1637,0.0704,0.2378,0.1769,0.0037,0.0175,0.018,0.0005,0.0058,0.0164,0.1573,0.0016,0.0302,0.0546,0.1578,0.0042,0.2654,0.1123,0.6907,0.0117,0.0297,0.0265
2025-04-03,0.009,0.0,0.0,0.0018,2.401,0.0054,1.8243,0.847,0.0297,0.0,0.0153,0.0113,0.0,0.0446,0.0775,0.0356,0.0027,0.0861,0.0,0.1271,0.0014,0.005,0.3028,0.0721,0.0915,0.159,0.1807,0.0176,0.0135,0.0162,0.0,0.0023,0.0144,0.1352,0.0068,0.0041,0.0446,0.128,0.0027,0.4424,0.0243,0.6083,0.0374,0.0532,0.0365
2025-04-04,0.0097,0.0,0.0,0.0,2.435,0.0027,1.5904,0.9487,0.0227,0.0,0.0189,0.007,0.0,0.0631,0.0658,0.021,0.0022,0.1409,0.0005,0.0966,0.0011,0.0151,0.272,0.0707,0.0783,0.1425,0.1835,0.0027,0.0389,0.0259,0.0,0.0016,0.0011,0.0885,0.0065,0.0135,0.0712,0.2245,0.0113,0.4517,0.0092,0.5618,0.0103,0.0119,0.0432
2025-04-05,0.0081,0.0,0.0,0.0007,1.7256,0.0041,1.0441,0.6361,0.0365,0.0,0.0142,0.0122,0.0,0.0711,0.0325,0.0142,0.0027,0.1218,0.0,0.0656,0.0047,0.0413,0.4304,0.0386,0.0589,0.1326,0.111,0.0068,0.1157,0.0372,0.0,0.0014,0.0007,0.0338,0.0041,0.0061,0.0426,0.088,0.0041,0.3674,0.0149,0.6266,0.0027,0.0074,0.0244
2025-04-06,0.0008,0.0,0.0,0.0,1.5032,0.0118,1.0106,0.4447,0.0101,0.0,0.0177,0.0008,0.0,0.0773,0.0555,0.0034,0.0034,0.2598,0.0,0.0328,0.0042,0.0076,0.2926,0.0614,0.0252,0.1009,0.0294,0.0084,0.1606,0.0395,0.0008,0.0025,0.0,0.0311,0.0008,0.0067,0.0395,0.1723,0.0059,0.3598,0.0076,0.5288,0.0177,0.0101,0.0681
2025-04-07,0.0051,0.0,0.0,0.0029,2.1337,0.0058,1.3923,0.8163,0.0058,0.0,0.0204,0.0051,0.0,0.0735,0.0255,0.0051,0.0022,0.2192,0.0,0.0612,0.0197,0.0044,0.1886,0.0167,0.0488,0.1216,0.0357,0.0393,0.0401,0.0204,0.0,0.0015,0.0,0.0357,0.0284,0.0117,0.0357,0.1253,0.0102,0.7078,0.0262,0.6561,0.0022,0.0124,0.1012
2025-04-08,0.0023,0.0,0.0,0.0023,1.8465,0.004,1.3237,0.7168,0.021,0.0,0.0148,0.0034,0.0,0.0956,0.037,0.0119,0.0023,0.1604,0.0,0.0393,0.004,0.0028,0.2372,0.0518,0.029,0.116,0.0745,0.0193,0.0216,0.0267,0.0006,0.0011,0.0011,0.0603,0.0102,0.0057,0.058,0.2298,0.0051,0.5478,0.0239,0.7316,0.0171,0.0057,0.0825
2025-04-09,0.0059,0.0,0.0,0.0069,2.3096,0.005,1.5931,1.0351,0.0327,0.0,0.0416,0.005,0.0,0.0723,0.0431,0.055,0.003,0.1387,0.0,0.0277,0.003,0.0203,0.1675,0.0416,0.0198,0.1055,0.0778,0.004,0.0228,0.0273,0.0,0.003,0.001,0.0496,0.0109,0.0074,0.0852,0.2527,0.0059,0.5941,0.0104,0.8151,0.0198,0.0084,0.1026
2025-04-10,0.0074,0.0,0.0,0.0005,2.1752,0.0005,1.6359,0.7511,0.0211,0.0,0.0116,0.0048,0.0,0.0412,0.0528,0.0581,0.0042,0.0819,0.0,0.0269,0.0005,0.0011,0.2636,0.0232,0.0201,0.1379,0.0792,0.0058,0.0687,0.0322,0.0,0.0026,0.0032,0.0312,0.0106,0.0095,0.084,0.1468,0.0095,0.5599,0.0222,0.6307,0.0153,0.0127,0.0407
2025-04-11,0.0042,0.0,0.0,0.0,1.6207,0.0036,1.2317,0.5236,0.0042,0.0,0.0228,0.0012,0.0006,0.0252,0.0295,0.0234,0.003,0.1767,0.0,0.0325,0.0,0.0691,0.2014,0.1022,0.0198,0.1671,0.1106,0.0036,0.0186,0.0228,0.0,0.0042,0.0066,0.0493,0.0072,0.0054,0.0451,0.119,0.0054,0.4941,0.0042,1.0303,0.0144,0.0132,0.0325
2025-04-12,0.0068,0.0,0.0,0.0,1.2734,0.0051,0.9437,0.4322,0.0023,0.0,0.0346,0.0011,0.0,0.0204,0.0317,0.0096,0.0028,0.1122,0.0,0.0204,0.0011,0.0306,0.1439,0.0487,0.0153,0.1354,0.0895,0.0051,0.0397,0.0289,0.0006,0.0045,0.0017,0.0617,0.0142,0.0017,0.0448,0.0776,0.0006,0.2543,0.0079,0.7217,0.0102,0.0113,0.0532
2025-04-13,0.0017,0.0,0.0,0.0052,0.8593,0.0043,0.6319,0.2325,0.0173,0.0,0.0112,0.0026,0.0,0.0147,0.0225,0.0424,0.0009,0.0631,0.0,0.0138,0.0009,0.0856,0.0899,0.0303,0.0112,0.0424,0.019,0.0078,0.0787,0.0562,0.0009,0.0026,0.0009,0.0233,0.0052,0.0009,0.032,0.1029,0.0,0.1789,0.013,0.3198,0.0156,0.0069,0.0259
2025-04-14,0.0079,0.0,0.0,0.0047,1.1952,0.0086,0.855,0.3638,0.0299,0.0,0.0189,0.0008,0.0,0.0432,0.0361,0.0464,0.0024,0.0519,0.0,0.0165,0.0,0.0079,0.1689,0.1061,0.0102,0.1132,0.0409,0.0071,0.0259,0.0416,0.0008,0.0016,0.0016,0.0369,0.0024,0.0126,0.0613,0.2664,0.0016,0.1949,0.0079,0.6404,0.0157,0.0063,0.0244
2025-04-15,0.013,0.0,0.0,0.0045,1.0654,0.3005,0.7123,0.2887,0.0045,0.0,0.0333,0.0034,0.0,0.0593,0.035,0.0203,0.0028,0.1062,0.0006,0.013,0.0011,0.0023,0.2276,0.0282,0.009,0.1214,0.0582,0.0045,0.0136,0.0446,0.0006,0.004,0.0006,0.0881,0.0056,0.0378,0.0469,0.4745,0.0045,0.1457,0.0079,0.8089,0.0107,0.0124,0.0463
2025-04-16,0.0087,0.0,0.0,0.0026,1.3547,0.2232,0.9083,0.5128,0.0077,0.0,0.0216,0.0041,0.0,0.0401,0.0597,0.0098,0.0031,0.0951,0.0,0.0118,0.0015,0.0031,0.2067,0.0427,0.0077,0.145,0.1615,0.0036,0.0278,0.0293,0.0,0.0046,0.0015,0.0957,0.0077,0.0571,0.091,0.3384,0.0077,0.2047,0.0062,0.7185,0.0103,0.0257,0.0417
2025-04-17,0.0046,0.0,0.0,0.0051,1.2746,0.115,0.894,0.4294,0.0219,0.0,0.0259,0.0056,0.0,0.0387,0.1007,0.0331,0.0036,0.0763,0.0,0.0142,0.0025,0.0031,0.1796,0.027,0.0112,0.1328,0.1119,0.0076,0.0387,0.0382,0.0005,0.0046,0.002,0.1135,0.0036,0.0921,0.0784,0.3775,0.0025,0.1699,0.0036,0.7317,0.0122,0.0677,0.031
2025-04-18,0.0038,0.0,0.0,0.0186,0.9962,0.0071,0.704,0.3135,0.0437,0.0,0.0295,0.0011,0.0005,0.0623,0.035,0.0284,0.0022,0.1289,0.0005,0.0339,0.0016,0.0016,0.1999,0.0546,0.0306,0.1316,0.0584,0.0104,0.0508,0.1021,0.0,0.0153,0.0016,0.071,0.0082,0.0044,0.0557,0.3512,0.0,0.2266,0.006,0.8001,0.0137,0.0595,0.0492
2025-04-19,0.0017,0.0,0.0,0.0017,0.6487,0.0009,0.3418,0.2579,0.0017,0.0,0.0157,0.0026,0.0,0.0594,0.0219,0.0149,0.0026,0.097,0.0,0.0227,0.0017,0.0052,0.132,0.0297,0.0219,0.0551,0.0297,0.0079,0.1032,0.0516,0.0,0.0087,0.0009,0.0393,0.0044,0.0114,0.028,0.2168,0.0026,0.1014,0.007,0.9188,0.0175,0.0096,0.0586
2025-04-20,0.0009,0.0,0.0,0.0009,0.5917,0.0,0.424,0.2291,0.0035,0.0,0.0263,0.0026,0.0,0.0544,0.0193,0.0079,0.0035,0.0615,0.0,0.0219,0.0009,0.0088,0.0992,0.0219,0.0167,0.0439,0.0676,0.007,0.4548,0.079,0.0018,0.0035,0.0,0.0255,0.0053,0.0097,0.0237,0.216,0.0,0.0808,0.0044,0.6242,0.0114,0.0255,0.0255
2025-04-21,0.0056,0.0,0.0,0.0077,0.9437,0.0014,0.6703,0.3299,0.0391,0.0,0.0293,0.0035,0.0,0.0865,0.0321,0.0091,0.0028,0.0551,0.0,0.0167,0.0007,0.0014,0.1144,0.0418,0.0091,0.0816,0.4701,0.0077,2.7153,0.0537,0.0,0.0035,0.0021,0.106,0.0216,0.0035,0.06,0.1967,0.0028,0.2434,0.0126,0.6403,0.0063,0.0167,0.0732
2025-04-22,0.0103,0.0,0.0,0.0076,0.9799,0.0022,0.59,0.3373,0.0499,0.0,0.0407,0.0043,0.0005,0.0315,0.0255,0.0119,0.0022,0.1068,0.0,0.0282,0.0005,0.0016,0.1117,0.045,0.0255,0.2429,0.3118,0.0087,1.3502,0.0656,0.0022,0.0022,0.0027,0.1182,0.0103,0.0081,0.077,0.385,0.0033,0.1773,0.0455,0.7255,0.0076,0.0157,0.0613
2025-04-23,0.0109,0.0,0.0,0.003,1.3197,0.0006,0.7148,0.3686,0.0242,0.0,0.0568,0.0344,0.0006,0.0556,0.0695,0.0151,0.0006,0.0882,0.0,0.0224,0.0,0.0018,0.1184,0.0314,0.0211,0.1656,0.1287,0.0036,0.5759,0.0749,0.0006,0.0018,0.003,0.1033,0.0121,0.0671,0.0556,0.22,0.0012,0.2012,0.0659,0.7058,0.0073,0.0308,0.1474
2025-04-24,0.0058,0.0,0.0,0.0,1.1661,0.0029,0.7827,0.2805,0.0304,0.0,0.0754,0.0174,0.0,0.0239,0.0616,0.0246,0.0007,0.1036,0.0,0.058,0.0007,0.0,0.1913,0.0217,0.0428,0.1855,0.1435,0.0101,0.3609,0.1087,0.0007,0.0029,0.0051,0.0993,0.0043,0.0862,0.0384,0.374,0.0138,0.1645,0.0304,0.6805,0.013,0.0225,0.1152
2025-04-25,0.0082,0.0,0.0,0.0005,0.9776,0.0027,0.5987,0.221,0.037,0.0,0.1562,0.0136,0.0,0.0669,0.0414,0.1453,0.0016,0.104,0.0005,0.0365,0.0005,0.0027,0.1589,0.0261,0.0305,0.1546,0.2215,0.0044,0.7441,0.0795,0.0,0.0016,0.0016,0.1399,0.0082,0.0833,0.0403,0.2172,0.0278,0.1486,0.0093,0.9166,0.0114,0.0196,0.1366
2025-04-26,0.0086,0.0,0.0,0.0,0.6082,0.0078,0.3109,0.1433,0.0143,0.0,0.2196,0.0135,0.0,0.1626,0.0535,0.1198,0.0029,0.0856,0.0,0.0157,0.0,0.0029,0.1012,0.0164,0.0143,0.1989,0.1875,0.005,1.2998,0.2424,0.0007,0.0029,0.0,0.0442,0.0071,0.0164,0.0342,0.1426,0.0071,0.0906,0.0164,1.0224,0.0114,0.0421,0.1041
2025-04-27,0.0026,0.0,0.0,0.0009,0.4965,0.0078,0.1802,0.0953,0.0234,0.0,0.1109,0.0035,0.0,0.0624,0.0234,0.0165,0.0026,0.0563,0.0,0.0104,0.0,0.0009,0.11,0.0754,0.0095,0.0858,0.0728,0.0243,0.4826,0.0771,0.0,0.0026,0.0,0.0277,0.0026,0.0217,0.0425,0.1282,0.0009,0.123,0.0078,0.5927,0.0182,0.0208,0.1378
2025-04-28,0.0049,0.0,0.0,0.0014,0.9284,0.0822,0.4468,0.2641,0.0613,0.0,0.2056,0.0118,0.0,0.0565,0.0348,0.023,0.0042,0.0613,0.0,0.0181,0.0035,0.0014,0.1526,0.0544,0.0146,0.1248,0.1917,0.0098,0.3422,0.0774,0.0,0.0035,0.0021,0.0516,0.0098,0.0857,0.0648,0.1875,0.0118,0.1296,0.0049,0.7611,0.007,0.0098,0.1122
2025-04-29,0.0103,0.0,0.0,0.0015,1.5802,0.2012,0.9079,0.5286,0.0944,0.0,0.0847,0.0031,0.0,0.0616,0.0482,0.0277,0.001,0.0549,0.0,0.0108,0.001,0.0072,0.1884,0.0883,0.0077,0.2156,0.2325,0.0174,0.2859,0.0405,0.0,0.0021,0.0046,0.0606,0.0046,0.0339,0.0688,0.2433,0.0205,0.1919,0.0046,0.9956,0.0139,0.0293,0.1037
